"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish National Party (SNP)","theSNP","2021-03-16 20:23:31 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 BREAKING: The Scottish Parliament has just passed the UNCRC Bill to deliver a children's rights revolution. 💛 It puts children's rights at the heart of how we fund, design and deliver policy - and delivers the highest protection for children's rights anywhere in the UK.",1991,698,1957,"https://www.facebook.com/77249349077/posts/10159334891699078"
"Scottish National Party (SNP)","theSNP","2021-03-16 19:01:21 CET","🙌 Thanks to our success in suppressing COVID in Scotland, we can look forward to the easing of more restrictions. 💇 From 5 April, hairdressers and barbers will be able to take appointments. 👉 For the full timetable of lockdown easing, check here: https://www.gov.scot/publications/coronavirus-covid-19-timetable-for-easing-restrictions/",1122,652,168,"https://www.facebook.com/77249349077/posts/10159334713414078"
"Scottish National Party (SNP)","theSNP","2021-03-16 18:20:10 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 First Minister Nicola Sturgeon has set out the plan for Scotland’s route out of lockdown. 🗓 From 26 April, all shops can open. Hospitality venues such as cafes or restaurants will also be able to open until 8pm indoors, 10pm outdoors. 💻 Read more: https://www.gov.scot/publications/coronavirus-covid-19-timetable-for-easing-restrictions/",1449,693,208,"https://www.facebook.com/77249349077/posts/10159334636039078"
"Scottish National Party (SNP)","theSNP","2021-03-16 16:05:41 CET","💉 Over 1,943,507 people in Scotland have now been vaccinated with the first dose. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 That is already more than 40% of the adult population - including virtually all over-65s and those most vulnerable. 👏 Thank you to our NHS heroes and all those who've had their jag.",830,374,117,"https://www.facebook.com/77249349077/posts/10159334375884078"
"Scottish National Party (SNP)","theSNP","2021-03-16 12:17:02 CET","🚨 The UK government is spending billions of pounds more, on top of a £200 billion Trident renewal, to increase their nuclear weapons stockpile by over 40%. 👶 A shameful sum of money that could be used to tackle child poverty instead. #BairnsNotBombs",877,1208,792,"https://www.facebook.com/77249349077/posts/10159333641359078"
"Scottish National Party (SNP)","theSNP","2021-03-15 18:08:49 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 We believe in a fairer, more equal Scotland, where everyone has a right to a decent home. 🏘️ Our plan to deliver 100,000 more affordable homes - at least 70,000 for social rent - is key to making it a reality. 👇 Communities Minister Aileen Campbell sets out our strategy.",1579,771,300,"https://www.facebook.com/77249349077/posts/10159331602879078"
"Scottish National Party (SNP)","theSNP","2021-03-15 14:29:37 CET","🏠 The SNP already delivered over 96,750 affordable homes - and we’re only getting started. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Now, the SNP Scottish Government has a plan to deliver 100,000 more affordable homes by 2032 - with 70% for social rent. 🏗️ This will support around £16 billion of investment and up to 14,000 jobs a year.",1590,706,450,"https://www.facebook.com/77249349077/posts/10159331235214078"
"Scottish National Party (SNP)","theSNP","2021-03-14 15:03:00 CET","📢 Since 2007 every home in Scotland has benefited in some way from SNP government policies. 👶🏻 One of our proudest achievements has been Scotland's Baby Box, that has been used by more than 131,000 families. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let’s keep #DeliveringforScotland: https://www.snp.org/record/",1523,1219,409,"https://www.facebook.com/77249349077/posts/10159317006644078"
"Scottish National Party (SNP)","theSNP","2021-03-14 12:33:00 CET","💛 We've extended free personal and nursing care to everyone who needs it. 🤝 And we're delivering the best deal for carers - last year, we provided eligible carers with extra £690.30 compared to south of the border. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: http://snp.org/record:=:https://www.snp.org/record/",1149,903,516,"https://www.facebook.com/77249349077/posts/10159317006089078"
"Scottish National Party (SNP)","theSNP","2021-03-13 16:59:25 CET","📊 One recent poll had the SNP on 64 seats, while another on the same day had the SNP on 71 - the difference between a minority and a majority. 🔎 As Prof Curtice says - it’s difficult to poll this election. 🗳 Don’t leave it to chance. Make it #BothVotesSNP on May 6.",2059,1285,1061,"https://www.facebook.com/77249349077/posts/10159327001634078"
"Scottish National Party (SNP)","theSNP","2021-03-13 15:03:00 CET","🏡 We're funding a national council tax freeze, while a majority of people will continue paying less tax than they would south of the border. 💷 Taxpayers in Scotland get the fairest deal anywhere in the UK. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Here's how we're #DeliveringForScotland: http://snp.org/record:=:https://www.snp.org/record/",1238,696,431,"https://www.facebook.com/77249349077/posts/10159317005274078"
"Scottish National Party (SNP)","theSNP","2021-03-13 12:33:00 CET","🧒 We’re working hard to ensure that no child grows up in poverty. 💛 That's why we introduced the Scottish Child Payment - the only benefit of its kind in the UK, hailed as ""game-changing"" by charities. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: http://snp.org/record:=:https://www.snp.org/record/",1238,708,424,"https://www.facebook.com/77249349077/posts/10159317004424078"
"Scottish National Party (SNP)","theSNP","2021-03-12 19:13:51 CET","🚨 Boris Johnson’s Tories are using Brexit to rip up devolution. 📣 Even the Welsh Labour FM called it an “enormous power grab.” ✋ Make it #BothVotesSNP on May 6 to say: hands off Scotland’s powers.",3751,1935,3421,"https://www.facebook.com/77249349077/posts/10159324884914078"
"Scottish National Party (SNP)","theSNP","2021-03-12 14:14:47 CET","💉 Over 1,844,636 people in Scotland have now been vaccinated with the first dose. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 We have vaccinated over a third of Scotland's entire population - including virtually all over-65s and those most vulnerable. 👏 Thank you to our NHS heroes and all those who've had their jag.",992,745,116,"https://www.facebook.com/77249349077/posts/10159324279079078"
"Scottish National Party (SNP)","theSNP","2021-03-11 17:52:10 CET","🧊 We've frozen council tax across Scotland - while delivering extra funding for councils and public services. 💷 Council tax bills are already around £500 cheaper than south of the border. 🔎 In England, households face council tax rises of up to 4.99%. #DeliveringForScotland",1692,806,464,"https://www.facebook.com/77249349077/posts/10159322057159078"
"Scottish National Party (SNP)","theSNP","2021-03-11 17:09:19 CET","🌍 The Tories' cruel anti-immigration policies, aided by Labour, will damage Scotland’s society and economy. 📣 Nicola Sturgeon: ""It is long overdue that Scotland had full powers to chart our own course, shape our own destiny and play our own very positive part in the world.""",1463,914,390,"https://www.facebook.com/77249349077/posts/10159321989119078"
"Scottish National Party (SNP)","theSNP","2021-03-11 16:43:05 CET","🗳️ Eight weeks until the most important election in Scotland's history. 💻 Digital campaigning is an easy and safe way of spreading our positive message to every corner of Scotland. 👇 Here's all the ways you can get involved. #BothVotesSNP",593,468,57,"https://www.facebook.com/77249349077/posts/10159321944264078"
"Scottish National Party (SNP)","theSNP","2021-03-11 13:59:05 CET","💉 Over 1,825,800 people in Scotland have now received a first dose of the COVID vaccine. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 That's over a third of Scotland's entire population. 🔎 This includes virtually all over 65-year-olds - and we're now making good progress with 50-64 year-olds.",1333,566,172,"https://www.facebook.com/77249349077/posts/10159321714754078"
"Scottish National Party (SNP)","theSNP","2021-03-11 12:23:53 CET","🗳️ In 8 weeks, we face a fundamental choice: who should be in charge of Scotland's future? 1️⃣ Make sure you're registered to vote: https://www.mygov.scot/register-to-vote-scotland/ 2️⃣ Apply to vote by post: snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 3️⃣ Spread the word by sharing with 5 friends. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 On May 6, make it #BothVotesSNP for #IndyRef2.",548,601,195,"https://www.facebook.com/77249349077/posts/10159321573464078"
"Scottish National Party (SNP)","theSNP","2021-03-10 20:03:00 CET","🚨 The Tories’ economic plans for Brexit UK have been exposed as a full-scale assault on devolution. 📣 Even the Welsh Labour First Minister called it an “enormous power grab”. 🗳 On May 6th, make it #BothVotesSNP to say loud and clear: hands off Scotland’s powers.",1035,868,1264,"https://www.facebook.com/77249349077/posts/10159320089819078"
"Scottish National Party (SNP)","theSNP","2021-03-10 18:26:48 CET","🚨 Boris Johnson dragged Scotland out of the EU and out of the Erasmus scheme. ❌ The replacement gives students lower living support, no travel support and no tuition fee support. 🤦‍♂️ Even his own Tory colleague admitted that young people won’t benefit from Brexit.",1055,634,453,"https://www.facebook.com/77249349077/posts/10159319932844078"
"Scottish National Party (SNP)","theSNP","2021-03-10 17:06:28 CET","🏠 Kevin Stewart SNP has announced plans for a new Housing Bill, if the SNP are re-elected to government. 👷‍♀️ We’ll strengthen the rights of tenants in the private rented sector - tackling unreasonable rent rises, unfair evictions, and making Rent Pressure Zones more effective.",1773,824,416,"https://www.facebook.com/77249349077/posts/10159319793014078"
"Scottish National Party (SNP)","theSNP","2021-03-10 12:28:13 CET","🚨 After dragging Scotland out of EU against our will, Boris Johnson, aided by Scottish Tories, is now imposing a creeping Westminster power grab. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 It could open our NHS up to privatisation, or reduce food standards. 👇 Here's what it all means.",700,1634,651,"https://www.facebook.com/77249349077/posts/10159319332604078"
"Scottish National Party (SNP)","theSNP","2021-03-09 19:01:46 CET","📣 Nicola Sturgeon: ""We have seen a significant fall in new cases. Deaths and hospital admissions are also falling. The vaccination programme is progressing beyond our initial expectations. All of this is excellent news, and provides strong grounds for hope.""",1233,755,215,"https://www.facebook.com/77249349077/posts/10159317730024078"
"Scottish National Party (SNP)","theSNP","2021-03-09 15:11:48 CET","🥀 CONFIRMED: Scottish Labour are against Scotland having a choice over its future and have removed a candidate that backs it. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺 Voting Scottish Labour helps Tories deny Scotland's right to decide. 🗳 Only #BothVotesSNP on May 6 will put Scotland’s future in Scotland’s hands.",893,576,445,"https://www.facebook.com/77249349077/posts/10159317303899078"
"Scottish National Party (SNP)","theSNP","2021-03-09 13:55:27 CET","🥀 CONFIRMED: Scottish Labour are against Scotland having a choice over its future and have removed a candidate that backs it. 🚨 Voting Scottish Labour will help Tories to deny Scotland's right to decide. 🗳 Only #BothVotesSNP on May 6 will put Scotland’s future in Scotland’s hands, not those of Boris Johnson.",1446,1219,1017,"https://www.facebook.com/77249349077/posts/10159317191049078"
"Scottish National Party (SNP)","theSNP","2021-03-08 21:02:38 CET","👩 On #IWD2021, the SNP are committed to advancing equality for all women and girls. ⚖️ From the Workplace Equality Fund, to pay justice for the women of Glasgow, here are just some ways the SNP has delivered progress for women & girls in Scotland.",1156,489,146,"https://www.facebook.com/77249349077/posts/10159315768554078"
"Scottish National Party (SNP)","theSNP","2021-03-08 20:11:05 CET","👩 On #IWD2021, SNP activists, candidates, MSPs and MPs highlight the progress we’ve made for women and girls in Scotland. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 From tackling the gender pay gap to doubling free childcare, we’re building a country with dignity, fairness, and equality at its heart.",769,406,287,"https://www.facebook.com/77249349077/posts/10159315758649078"
"Scottish National Party (SNP)","theSNP","2021-03-08 13:11:40 CET","",834,515,40,"https://www.facebook.com/77249349077/posts/10159314704604078"
"Scottish National Party (SNP)","theSNP","2021-03-08 12:41:07 CET","📣 Finance Secretary Kate Forbes MSP has secured a budget deal which delivers free school meals to all primary school pupils in Scotland. 🍝 We’re expanding to P4s after this year’s summer holidays - and to every primary school pupil by August 2022. #DeliveringForScotland",2457,688,1018,"https://www.facebook.com/77249349077/posts/10159314648614078"
"Scottish National Party (SNP)","theSNP","2021-03-08 12:07:33 CET","📣 Finance Secretary Kate Forbes MSP has secured a budget deal which delivers progress for Scotland. 🚌 As we rebuild from Covid, we’ll support Scotland’s young people - so we’re extending free bus travel to everyone age 21 and under.",2378,815,884,"https://www.facebook.com/77249349077/posts/10159314610584078"
"Scottish National Party (SNP)","theSNP","2021-03-07 20:00:35 CET","🗳️ 60 days until the most important in Scotland's history. 🖨️ Show your support by printing out and displaying your #BothVotesSNP sign. 💻 There's many ways you can help deliver an SNP win and #indyref2 from the comfort of your home.",1419,1208,177,"https://www.facebook.com/77249349077/posts/10159313132369078"
"Scottish National Party (SNP)","theSNP","2021-03-05 17:57:02 CET","🔎 Scottish Tory leader Douglas Ross is unhappy about this video because it still gets shared online. 👇 Watch it and find out why.",574,962,2045,"https://www.facebook.com/77249349077/posts/10159308387934078"
"Scottish National Party (SNP)","theSNP","2021-03-05 16:52:40 CET","📑 Boris Johnson ‘misled parliament’ over Covid contracts, court order shows. 🔍 And Scottish Tories have gone into hiding. 🗳 Make it #BothVotesSNP on May 6 to put Scotland’s future in Scotland’s hands. 📖 Read more here: https://www.independent.co.uk/news/uk/politics/boris-johnson-covid-contracts-court-b1813003.html?utm_content=Echobox&utm_medium=Social&utm_source=Twitter#Echobox=1614950558",1015,909,1030,"https://www.facebook.com/77249349077/posts/10159308288699078"
"Scottish National Party (SNP)","theSNP","2021-03-05 14:20:59 CET","🗳 Back Nicola Sturgeon to deliver Scotland's COVID-19 recovery. Make it #BothVotesSNP on May 6. 📮 Apply for a postal vote: www.snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 🔍 Read more: www.snp.org/record:=:https://www.snp.org/record/",6874,4169,2966,"https://www.facebook.com/77249349077/posts/10159308013419078"
"Scottish National Party (SNP)","theSNP","2021-03-05 13:01:19 CET","📣 Tory MP Andrew Bowie to a young audience: “Am I gonna sit here and say Brexit is perfect and your generation is going to reap the benefits? No, I’m not, because you’re not, frankly…” 🤷‍♂️ The same Andrew Bowie who repeatedly voted for Boris Johnson's hard Brexit. 📮 Apply for a postal vote at snp.org/postal-vote:=:https://www.snp.org/postal-vote/ and make it #BothVotesSNP for #indyref2.",1033,482,1075,"https://www.facebook.com/77249349077/posts/10159307903054078"
"Scottish National Party (SNP)","theSNP","2021-03-04 21:10:04 CET","👀 Baroness Davidson likes to lecture about democracy and accountability... 🤷‍♀️ ...and then escape democratic accountability by accepting a lifelong seat in the House of Lords. 🗳 On May 6, use your democratic power and make it #BothVotesSNP for #indyref2.",5233,1557,1653,"https://www.facebook.com/77249349077/posts/10159306521594078"
"Scottish National Party (SNP)","theSNP","2021-03-04 19:43:54 CET","👇 All these people have one thing in common. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 They’ve changed from No to Yes. #ChangeMustCome 🗳 Make it #BothVotesSNP on May 6 for #indyref2. Apply for a postal vote here: https://www.snp.org/postal-vote:=:https://www.snp.org/postal-vote/",1068,569,365,"https://www.facebook.com/77249349077/posts/10159306311064078"
"Scottish National Party (SNP)","theSNP","2021-03-04 17:58:28 CET","👋 Welcome to the over 5,000 new members of the SNP that have joined in the last 24 hours! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Together, we’ll build the fairer, better, independent Scotland that’s within our reach. ✍️ If you haven’t yet, sign up today at https://join.snp.org/",6554,2001,2894,"https://www.facebook.com/77249349077/posts/10159306027724078"
"Scottish National Party (SNP)","theSNP","2021-03-04 15:25:25 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Find out how we're delivering for Scotland's young people. 🗳 Make it #BothVotesSNP on May 6 for #IndyRef2. 📮 Apply for a postal vote at www.snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 🔍 Find out more www.snp.org/record:=:https://www.snp.org/record/",706,455,515,"https://www.facebook.com/77249349077/posts/10159305767919078"
"Scottish National Party (SNP)","theSNP","2021-03-03 19:25:08 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The chance to build a better, more progressive, greener and European future is within Scotland's grasp. 🤝 Join us to help make that future a reality.",4161,1924,631,"https://www.facebook.com/77249349077/posts/10159304074834078"
"Scottish National Party (SNP)","theSNP","2021-03-03 17:22:59 CET","❌ Rishi Sunak's Budget failed to deliver the investment needed to build a fairer society. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 With independence, we can tackle the deep inequalities created under the Westminster system. 🗳️ Scotland must have the choice. Make it #BothVotesSNP for #indyref2.",2787,1659,943,"https://www.facebook.com/77249349077/posts/10159303864984078"
"Scottish National Party (SNP)","theSNP","2021-03-03 16:46:58 CET","📺 First Minister Nicola Sturgeon's opening statement at the Holyrood inquiry. 📖 You can also read the full statement here: https://www.snp.org/first-minister-nicola-sturgeons-opening-statement-to-the-holyrood-inquiry/",3297,2083,536,"https://www.facebook.com/77249349077/posts/10159303791009078"
"Scottish National Party (SNP)","theSNP","2021-03-03 14:54:42 CET","✍️ Boris Johnson pledged the Tories would keep their commitment to spending 0.7% of GDP on aid. ❌ Now he's ditched that commitment and is cutting aid to Yemen by 50%. The Tories are abandoning the world's poorest in the middle of a global pandemic.",915,667,364,"https://www.facebook.com/77249349077/posts/10159303617809078"
"Scottish National Party (SNP)","theSNP","2021-03-03 11:56:07 CET","🏫 Over 167,000 pupils in primaries 1-3 benefit from access to free school meals under the SNP. 🍎 If re-elected, we'll expand free school breakfasts and lunches to all primary pupils, in all classes, all year round. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",1513,654,485,"https://www.facebook.com/77249349077/posts/10159303395454078"
"Scottish National Party (SNP)","theSNP","2021-03-02 15:03:23 CET","📢 The chancellor must use tomorrows budget to restore the UK’s social security system by: 👨‍👩‍👧‍👦 Making the Universal Credit uplift permanent and extending it to legacy benefits. ✂️ Scrapping poverty inducing policies such as the five-week wait. https://www.snp.org/tories-must-follow-scotlands-lead-and-rebuild-the-uk-social-security-net-in-the-budget/",645,700,98,"https://www.facebook.com/77249349077/posts/10159301571924078"
"Scottish National Party (SNP)","theSNP","2021-03-02 14:12:25 CET","Taxpayers in Scotland get the best deal anywhere in the UK. 💊 Free prescriptions 🎓 Free tuition 💛 Free personal care 🚌 Free bus travel 👶 Baby Box 🤝 Scottish Child Payment 🔎 And much more: snp.org/record:=:https://www.snp.org/record/ Let's keep #DeliveringForScotland with #BothVotesSNP on May 6.",2982,2286,754,"https://www.facebook.com/77249349077/posts/10159301491814078"
"Scottish National Party (SNP)","theSNP","2021-03-01 15:30:18 CET","📣 The Tories must not use the pandemic as an excuse to return to austerity in this week's UK Budget. 🔎 Our plan calls for: 💷 Extend furlough and plug the gaps in support 🗓️ Make £20 UC uplift permanent 👩‍⚕️ Match the Scottish Government’s £500 to health and care staff https://www.snp.org/the-chancellor-cannot-row-back-on-our-recovery-from-the-pandemic-with-a-return-to-austerity/",427,932,83,"https://www.facebook.com/77249349077/posts/10159299343334078"
"Scottish National Party (SNP)","theSNP","2021-02-26 16:16:39 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP on May 6 for #IndyRef2. 📮 Apply for a postal vote at: www.snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 🔍 Find out more: https://www.snp.org/scotlands-future-must-be-in-scotlands-hands-not-those-of-boris-johnson/",4054,2698,2569,"https://www.facebook.com/77249349077/posts/10159292624739078"
"Scottish National Party (SNP)","theSNP","2021-02-26 15:26:55 CET","☮️ There is no place for nuclear weapons in Scotland, or anywhere else in the world. 🥀 Unlike Labour, we will never support wasting billions of pounds on Trident - money that could be spent on tackling poverty and building a fairer recovery. https://www.snp.org/trident-whatyouneedtoknow/",2419,1347,526,"https://www.facebook.com/77249349077/posts/10159292551534078"
"Scottish National Party (SNP)","theSNP","2021-02-26 14:35:02 CET","💉 More than 1,542,929 people have received their first dose of vaccine in Scotland, meaning over a third of the Scottish adult population have now been vaccinated. 🔎 We’ll continue to deliver the rollout of the COVID vaccine in Scotland. Read more here: https://www.gov.scot/publications/coronavirus-covid-19-daily-data-for-scotland/",1008,897,123,"https://www.facebook.com/77249349077/posts/10159292463294078"
"Scottish National Party (SNP)","theSNP","2021-02-26 13:45:50 CET","🛑 Under the SNP, no one in Scotland has to pay the Tory Bedroom Tax. 🏠 We’re protecting 70,000 households, 80% of which have a disabled family member, from the callous charge the Tories tried to impose on Scotland. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",1653,1126,803,"https://www.facebook.com/77249349077/posts/10159292372454078"
"Scottish National Party (SNP)","theSNP","2021-02-26 11:42:12 CET","🚗 We've abolished the unfair parking charges at all NHS hospitals in Scotland. 🏥 And we're working hard to deliver a stronger NHS, with record high health funding and 19,500 more staff under the SNP. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Together, let's keep #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",2608,960,1260,"https://www.facebook.com/77249349077/posts/10159292185049078"
"Scottish National Party (SNP)","theSNP","2021-02-25 17:13:43 CET","💧 By keeping Scottish Water in public hands, we're delivering better value and a better service. 💷 On average, it saves every household £46 compared to the privatised services south of the border. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",1809,548,559,"https://www.facebook.com/77249349077/posts/10159290362214078"
"Scottish National Party (SNP)","theSNP","2021-02-25 16:32:10 CET","🔎 The coronavirus crisis has exposed the deep inequalities that exist under the broken Westminster system. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 To make make the best possible recovery for Scotland after the pandemic then we must have the full powers of a normal independent country https://www.snp.org/scotland-faces-a-choice-of-two-futures/",1452,877,180,"https://www.facebook.com/77249349077/posts/10159290287879078"
"Scottish National Party (SNP)","theSNP","2021-02-25 15:28:56 CET","💉 Around one third of Scotland’s adult population have now been vaccinated with a first dose of the Covid vaccine. 👩‍⚕️ A total of 1,515,980 people in Scotland have now received the COVID vaccine - including over 84% of 65-69 year olds and over 98% of over 70 year olds.",1541,979,195,"https://www.facebook.com/77249349077/posts/10159290168429078"
"Scottish National Party (SNP)","theSNP","2021-02-25 12:32:43 CET","🗳 70 days until the most important election in Scotland's history. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Together, we can put Scotland's future firmly into Scotland's hands. 1️⃣ Register to vote now: www.registertovote.scot:=:https://www.gov.uk/register-to-vote 2️⃣ Apply for a postal vote: https://www.snp.org/postal-vote/",611,830,166,"https://www.facebook.com/77249349077/posts/10159289892374078"
"Scottish National Party (SNP)","theSNP","2021-02-25 11:02:41 CET","🏥 We're making our NHS fit for the future - with record funding, best performing A&E services, and more GPs per head than anywhere in the UK. 🧑‍⚕️ There are 19,500 more staff in Scotland’s NHS under the SNP. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 This is how we're #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",1244,778,452,"https://www.facebook.com/77249349077/posts/10159289726139078"
"Scottish National Party (SNP)","theSNP","2021-02-24 23:30:14 CET","📺 Watch Neil Gray MP on tonight's live #bbcdn panel. ⏰ Tune in now on the BBC Scotland channel: https://www.bbc.co.uk/iplayer/live/bbcscotland",265,394,6,"https://www.facebook.com/77249349077/posts/10159288638734078"
"Scottish National Party (SNP)","theSNP","2021-02-24 20:59:03 CET","📣 Shona Robison MSP: ""It's a tale of two governments – with the one in Edinburgh treating its citizens with dignity and compassion, whilst the one in London looks to impose more cuts and work against the people it is supposed to serve.""",802,866,133,"https://www.facebook.com/77249349077/posts/10159288371469078"
"Scottish National Party (SNP)","theSNP","2021-02-24 19:15:16 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP for #IndyRef2. 🔎 In 2016, the SNP increased its constituency vote, but we lost our majority and ended up with less pro-independence seats. It was the list vote that got the SNP over the majority line in 2011. 🗳 Scotland's future is in your hands.",1106,600,450,"https://www.facebook.com/77249349077/posts/10159288162254078"
"Scottish National Party (SNP)","theSNP","2021-02-24 17:11:01 CET","🔬 A “very encouraging” study in Scotland has found Covid vaccines reduce a person’s risk of hospitalisation by between 85% and 94%, four weeks after the first dose. 💉 These figures offer real hope. For now, we must stay home, protect our NHS, and help save lives.",890,435,332,"https://www.facebook.com/77249349077/posts/10159287887269078"
"Scottish National Party (SNP)","theSNP","2021-02-24 15:28:13 CET","🔎 COVID has exposed the deep inequalities under a broken Westminster system. ⚠️ The economy needs a large and targeted stimulus package to support families and businesses, yet the Tories are threatening another decade of austerity.",822,1125,185,"https://www.facebook.com/77249349077/posts/10159287703559078"
"Scottish National Party (SNP)","theSNP","2021-02-24 11:27:37 CET","💛 Together, we're building a fairer, more equal country. 🌍 Scotland is leading the world in tackling period poverty - providing free sanitary products to all those who need them. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Here's how we're #DeliveringForScotland: http://snp.org/record:=:https://www.snp.org/record/",1252,1048,271,"https://www.facebook.com/77249349077/posts/10159287296979078"
"Scottish National Party (SNP)","theSNP","2021-02-23 17:29:29 CET","📣 Nicola Sturgeon: ""If we all stay in this together, our progress will be greater."" 🔎 We must be driven by data, not dates in our route out of lockdown. Read The Scottish Government framework here: https://www.gov.scot/publications/coronavirus-covid-19-strategic-framework-update-february-2021/ 🏠 Stay home. Protect our NHS. Save lives.",2461,2189,382,"https://www.facebook.com/77249349077/posts/10159285692814078"
"Scottish National Party (SNP)","theSNP","2021-02-23 14:38:33 CET","🚌 We've delivered free bus travel for over one million Scots - and we're now expanding it to all young people under 19. 📈 That's on top of our record investment in Scotland's public transport and active travel. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",2316,1582,896,"https://www.facebook.com/77249349077/posts/10159285378664078"
"Scottish National Party (SNP)","theSNP","2021-02-23 12:58:32 CET","🗳️ The May 6 election will be the most important in Scotland's history. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Show your followers that Scotland's future must be Scotland's choice by adding a Twibbon. 👍 Here's how: https://twibbon.com/Support/bothvotessnp-3 💻 Go to https://www.snp.org/take-action/ to see all the ways you can take action.",1386,1075,254,"https://www.facebook.com/77249349077/posts/10159285206369078"
"Scottish National Party (SNP)","theSNP","2021-02-23 11:28:46 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 We're transforming childcare provision in Scotland to give every child the best start in life. 💛 We've expanded free childcare to 600 hours, and we're going further still - expanding to 1,140 hours to save families £4,500 a year. 👇 Here's how we're #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",884,716,313,"https://www.facebook.com/77249349077/posts/10159285102029078"
"Scottish National Party (SNP)","theSNP","2021-02-22 16:59:30 CET","🧒 We’re working hard to ensure that no child grows up in poverty. 💛 That's why we introduced the Scottish Child Payment - the only benefit of its kind in the UK, hailed as ""game-changing"" by charities. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's keep #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",1137,1434,312,"https://www.facebook.com/77249349077/posts/10159283494499078"
"Scottish National Party (SNP)","theSNP","2021-02-19 20:10:03 CET","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP for #IndyRef2. 🔎 In 2016, the SNP increased its constituency vote, but we lost our majority and ended up with less pro-independence seats. It was the list vote that got the SNP over the majority line in 2011. 🗳 Scotland's future is in your hands.",4694,1889,3206,"https://www.facebook.com/77249349077/posts/10159277219124078"
"Scottish National Party (SNP)","theSNP","2021-02-19 16:19:48 CET","🗳️ The election on May 6 will be the most important in Scotland's history. 🖨️ Show your support by printing out and displaying your #BothVotesSNP sign: https://drive.google.com/drive/u/1/folders/1qHJZcMiNaP4ziA7lrN6NuLCYvFtmwNUy:=:https://drive.google.com/drive/folders/1qHJZcMiNaP4ziA7lrN6NuLCYvFtmwNUy 💻 There's many ways you can help deliver an SNP win and #indyref2 from the comfort of your home: https://www.snp.org/take-action/",1139,1592,313,"https://www.facebook.com/77249349077/posts/10159276778044078"
"Scottish National Party (SNP)","theSNP","2021-02-19 12:11:28 CET","💛 We've extended free personal and nursing care to everyone who needs it. 🤝 And we're delivering the best deal for carers - last year, we provided eligible carers with extra £690.30 compared to south of the border. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP on May 6, and let's keep #DeliveringForScotland: snp.org/record:=:https://www.snp.org/record/",1095,1273,497,"https://www.facebook.com/77249349077/posts/10159276361604078"
