"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Conservatives","ScottishConservatives","2021-04-22 09:31:58 CEST","Another poll shows the SNP losing a majority - because the Scottish Conservative vote is UP. If pro-UK voters come together and use their party list vote on the peach ballot for the Scottish Conservatives, we will stop an SNP majority and stop their plans for another referendum.",1475,220,154,"https://www.facebook.com/136308776480/posts/10157909555791481"
"Scottish Conservatives","ScottishConservatives","2021-04-21 21:05:03 CEST","Blue sky day on the campaign trail today. Use your party list vote, on the peach ballot paper, for the Scottish Conservatives and together let's put Scotland's recovery first.",1015,209,27,"https://www.facebook.com/136308776480/posts/10157908195206481"
"Scottish Conservatives","ScottishConservatives","2021-04-21 19:10:03 CEST","You can’t trust Labour to stand up to the SNP and stop another referendum. Use your party list vote, on the peach ballot paper, for the Scottish Conservatives - the only real opposition to the SNP.",212,46,15,"https://www.facebook.com/136308776480/posts/10157907966966481"
"Scottish Conservatives","ScottishConservatives","2021-04-21 16:55:15 CEST","Keep this in mind when the SNP keep talking up their promise of 100,000 affordable homes in the next parliament👇 Another one they hoped we'd all forget.",461,207,141,"https://www.facebook.com/136308776480/posts/10157907734306481"
"Scottish Conservatives","ScottishConservatives","2021-04-21 15:16:48 CEST","To help music venues, heritage sites and festivals recover from the pandemic we would set up a £50 million Cultural Kick Start Fund. Vote Scottish Conservative on your peach ballot paper to rebuild Scotland.",265,21,12,"https://www.facebook.com/136308776480/posts/10157907537686481"
"Scottish Conservatives","ScottishConservatives","2021-04-21 12:40:37 CEST","Another five years of Nicola Sturgeon with her eye off the ball would drag Scotland down. Use your peach ballot paper for the Scottish Conservatives to stop indyref2, stop an SNP majority and stop them taking their eye off the ball on jobs, schools, drug deaths and every other key issue.",997,226,73,"https://www.facebook.com/136308776480/posts/10157907295751481"
"Scottish Conservatives","ScottishConservatives","2021-04-21 09:41:32 CEST","If every pro-UK voter uses their peach party list vote for the Scottish Conservatives, we can deny the SNP a majority and stop their reckless plans for indyref2, just like we did in 2016.",535,164,31,"https://www.facebook.com/136308776480/posts/10157907063961481"
"Scottish Conservatives","ScottishConservatives","2021-04-20 21:40:02 CEST","If you are voting by post this week – make sure you keep the pro-UK vote united by using your peach ballot paper for the Scottish Conservatives. It’s the only way to stop the SNP and stop indyref2.",286,42,11,"https://www.facebook.com/136308776480/posts/10157906034831481"
"Scottish Conservatives","ScottishConservatives","2021-04-20 20:05:02 CEST","We would rebuild Scotland's communities investing £550 million into a programme of Community Investment Deals to create good local jobs and drive growth in every part of the country. Vote Scottish Conservative on your peach ballot paper to rebuild Scotland.",216,17,11,"https://www.facebook.com/136308776480/posts/10157905883691481"
"Scottish Conservatives","ScottishConservatives","2021-04-20 18:47:31 CEST","Anas Sarwar has refused to rule out indyref2 in the future. To stop an SNP majority and stop indyref2, use your peach ballot paper for the Scottish Conservatives - the only real opposition to the SNP.",486,201,45,"https://www.facebook.com/136308776480/posts/10157905734521481"
"Scottish Conservatives","ScottishConservatives","2021-04-20 14:46:26 CEST","Today we announced a pledge alongside Faces & Voices of Recovery UK to enshrine a Right to Rehab in law so that no one is denied access to treatment. The current system is broken and must be fixed. Read more here 👉 https://news.stv.tv/politics/ross-right-to-drug-rehabilitation-should-be-enshrined-in-law?top",357,42,13,"https://www.facebook.com/136308776480/posts/10157905337741481"
"Scottish Conservatives","ScottishConservatives","2021-04-20 12:54:18 CEST","Yesterday we outlined our plans to rebuild Scotland 👉 bit.ly/3dwB3cu:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/04/Digital-Manifesto-Final.pdf Vote Scottish Conservative with your peach coloured party list vote to stop an SNP majority and choose recovery over referendum.",427,148,18,"https://www.facebook.com/136308776480/posts/10157905182466481"
"Scottish Conservatives","ScottishConservatives","2021-04-20 10:29:35 CEST","Despite promising to reduce class sizes the SNP have continued to slash teacher numbers and failed to deliver on their promise yet again. We would invest £550 million to recruit 3,000 additional teachers and restore excellence in our schools after 14 years of SNP decline.",377,189,86,"https://www.facebook.com/136308776480/posts/10157905002001481"
"Scottish Conservatives","ScottishConservatives","2021-04-19 22:10:51 CEST","If we stop an SNP majority we can start rebuilding Scotland together. Use your peach party vote for the Scottish Conservatives and let's put our recovery before a divisive referendum.",458,68,32,"https://www.facebook.com/136308776480/posts/10157904002271481"
"Scottish Conservatives","ScottishConservatives","2021-04-19 20:39:01 CEST","We would introduce a Scottish Smart Travel Card enabling passengers to use all types of public transport anywhere in Scotland with one contactless card. Use your party list vote on the peach ballot paper for the Scottish Conservatives to get the focus 100% on Scotland's recovery.",334,39,21,"https://www.facebook.com/136308776480/posts/10157903843831481"
"Scottish Conservatives","ScottishConservatives","2021-04-19 17:10:53 CEST","We would permanently increase the threshold at which home buyers start to pay LBTT to £250,000. This would save people up to £2,100 on the cost of their home and mean 3 out of every 4 homebuyers won't have to pay any property tax. Vote for the Scottish Conservatives on the peach ballot paper to secure Scotland's recovery.",251,31,19,"https://www.facebook.com/136308776480/posts/10157903496996481"
"Scottish Conservatives","ScottishConservatives","2021-04-19 15:17:57 CEST","Read our plan to secure our recovery and rebuild Scotland better than before 👉 https://bit.ly/3dwB3cu:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/04/Digital-Manifesto-Final.pdf Use your party list vote, on the peach ballot paper, for the Scottish Conservatives and together let's put Scotland's recovery first.",681,66,28,"https://www.facebook.com/136308776480/posts/10157903326151481"
"Scottish Conservatives","ScottishConservatives","2021-04-19 13:55:33 CEST","Closing the attainment gap is vital if we are to give every child in Scotland the same opportunity to succeed. We would allocate £1 billion of attainment funding directly to all schools over the course of the next Parliament. Vote for the Scottish Conservatives on your peach ballot paper and let's rebuild Scotland together.",319,31,27,"https://www.facebook.com/136308776480/posts/10157903174646481"
"Scottish Conservatives","ScottishConservatives","2021-04-19 12:38:45 CEST","We would offer at least 25% rates relief to retail, leisure, hospitality, newspaper and aviation businesses in 2022-23. Together with the poundage rate freeze, this would save the average Scottish shop £3,538. Use your party list vote, on the peach ballot paper, for the Scottish Conservatives to rebuild Scotland.",305,21,35,"https://www.facebook.com/136308776480/posts/10157903100521481"
"Scottish Conservatives","ScottishConservatives","2021-04-19 12:00:12 CEST","Watch Douglas Ross MP announce our plans to rebuild Scotland👇📺 Use your party list vote for the Scottish Conservatives to stop the SNP, stop indyref2 and together we can secure Scotland's recovery.",388,272,64,"https://www.facebook.com/136308776480/posts/454645145807693"
"Scottish Conservatives","ScottishConservatives","2021-04-19 08:54:47 CEST","Treatment times were already too long under the SNP and Covid has turned a problem into a crisis. We would deliver £600 million of targeted support over the next year to tackle the treatment times backlog.",313,55,27,"https://www.facebook.com/136308776480/posts/10157902835441481"
"Scottish Conservatives","ScottishConservatives","2021-04-18 19:20:55 CEST","Scotland’s rural communities have been neglected by the SNP for too long. Our rural manifesto outlines plans to create jobs, spread economic growth and improve public services in rural areas, giving them the support they need to thrive. Read more here 👉 https://bit.ly/3v3qAen:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/04/2-FINAL-Rural-Manifesto.pdf",359,45,28,"https://www.facebook.com/136308776480/posts/10157901631621481"
"Scottish Conservatives","ScottishConservatives","2021-04-18 15:46:10 CEST","The SNP continually fail victims of crime and their soft-touch justice system is stacked against them. Our Victims Law would implement Michelle's Law and finally put the rights of victims first. Read more 👉https://bit.ly/3lj8npB.:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/02/Victims.Law_.pdf",408,111,77,"https://www.facebook.com/136308776480/posts/10157901261751481"
"Scottish Conservatives","ScottishConservatives","2021-04-18 12:11:24 CEST","This week, Nicola Sturgeon confirmed she wants to hold indyref2 while we are still recovering from this pandemic. But If pro-UK voters come together and give their party list votes to the Scottish Conservatives, we can stop them, just like in 2016.",257,126,16,"https://www.facebook.com/136308776480/posts/10157900981041481"
"Scottish Conservatives","ScottishConservatives","2021-04-18 10:04:52 CEST","When Scotland is still in the recovery phase, Nicola Sturgeon wants another referendum. This week, with your postal ballot, YOU can stop her reckless plan by giving your party list vote to the Scottish Conservatives.",672,94,35,"https://www.facebook.com/136308776480/posts/10157900855926481"
"Scottish Conservatives","ScottishConservatives","2021-04-17 10:03:18 CEST","Our political campaign is suspended for the funeral of The Duke of Edinburgh. Today we will only be posting this photograph, shared by Her Majesty The Queen, taken in Scotland in 2003. Our thoughts are with all The Royal Family. 📸 The Countess of Wessex",1530,91,70,"https://www.facebook.com/136308776480/posts/10157898632696481"
"Scottish Conservatives","ScottishConservatives","2021-04-16 20:39:02 CEST","Education was meant to be Nicola Sturgeon’s “number one priority” but she can’t even deliver an Education Bill. Over the last 14 years, the SNP have let down Scotland with one broken promise after another.",604,223,135,"https://www.facebook.com/136308776480/posts/10157897500726481"
"Scottish Conservatives","ScottishConservatives","2021-04-16 18:53:45 CEST","In the last 48 hours, both the UK and Scottish Labour leaders have refused to rule out indyref2 indefinitely. Only the Scottish Conservatives have the strength to stop an SNP majority and prevent them holding another divisive referendum.",307,167,46,"https://www.facebook.com/136308776480/posts/10157897290706481"
"Scottish Conservatives","ScottishConservatives","2021-04-16 16:40:45 CEST","The SNP’s infrastructure incompetence can be seen all over the country. Today, Douglas Ross MP announced our plans to rebuild Scotland and create a three-lane M8, reverse the Beeching cuts and roll out full fibre broadband by 2027. Read more here 👉 https://bit.ly/3mZuz99:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/04/Uniting.Scotland.pdf",940,179,44,"https://www.facebook.com/136308776480/posts/10157897022236481"
"Scottish Conservatives","ScottishConservatives","2021-04-16 15:21:39 CEST","By their leader’s own admission, Labour won’t rule out indyref2 in the future. Give your party list vote to the Scottish Conservatives - the only party you can trust to stand up to the SNP's demands for another referendum.",209,180,17,"https://www.facebook.com/136308776480/posts/10157896848141481"
"Scottish Conservatives","ScottishConservatives","2021-04-16 11:56:37 CEST","If the SNP get a majority, they will put a referendum roadblock in front of Scotland’s recovery. But YOU can stop them. Let Ruth Davidson and Douglas Ross MP tell you how 👇",488,124,20,"https://www.facebook.com/136308776480/posts/10157896561136481"
"Scottish Conservatives","ScottishConservatives","2021-04-16 09:50:17 CEST","If you are voting by post this week – make sure you keep the pro-UK vote united by casting your party list vote for the Scottish Conservatives. It’s the only way to stop the SNP and indyref2.",415,156,30,"https://www.facebook.com/136308776480/posts/10157896387806481"
"Scottish Conservatives","ScottishConservatives","2021-04-15 21:27:28 CEST","When Scotland is still in the recovery phase, the SNP want to hold another divisive referendum. Together we can stop them. We’ve done it before and with your party list vote for the Scottish Conservatives, we can do it again. Let's put Scotland's recovery first👇 📺",578,185,49,"https://www.facebook.com/136308776480/posts/10157895080221481"
"Scottish Conservatives","ScottishConservatives","2021-04-15 18:59:43 CEST","Listen to this - Labour's leader is asked if he will rule out another referendum completely and says ""no."" Labour would rather cosy up to the SNP than stand up to them.",111,72,19,"https://www.facebook.com/136308776480/posts/10157894801421481"
"Scottish Conservatives","ScottishConservatives","2021-04-15 16:39:01 CEST","If pro-UK voters come together and give their party list votes to the Scottish Conservatives, we can stop the SNP getting a majority and stop them holding another independence referendum, just like in 2016 👇",695,224,65,"https://www.facebook.com/136308776480/posts/10157894569826481"
"Scottish Conservatives","ScottishConservatives","2021-04-15 14:04:10 CEST","The SNP want to hold indyref2 in the ""first half"" of the next parliament, while we are still recovering from Covid-19. This week, with your postal ballot, YOU can stop their reckless plan by giving your party list vote to the Scottish Conservatives.",882,203,45,"https://www.facebook.com/136308776480/posts/10157894303091481"
"Scottish Conservatives","ScottishConservatives","2021-04-15 11:45:46 CEST","This is what happens when the SNP 'take their eye off the ball' 👇",429,69,67,"https://www.facebook.com/136308776480/posts/10157893984456481"
"Scottish Conservatives","ScottishConservatives","2021-04-15 09:51:44 CEST","For 14 years the SNP have let down Scotland with one broken promise after another 👇 They've taken their eye off the ball on every issue that really matters because their first, last and only priority is getting another referendum.",836,151,189,"https://www.facebook.com/136308776480/posts/10157893299096481"
"Scottish Conservatives","ScottishConservatives","2021-04-14 20:58:55 CEST","There is only one way to stop an SNP majority and another divisive independence referendum - give your party list vote to the Scottish Conservatives👇 📺",538,119,41,"https://www.facebook.com/136308776480/posts/10157892107056481"
"Scottish Conservatives","ScottishConservatives","2021-04-14 19:14:18 CEST","If every pro-UK voter comes together and unites behind the Scottish Conservatives with their party list vote, we will stop an SNP majority and another referendum.",1137,398,95,"https://www.facebook.com/136308776480/posts/10157891899506481"
"Scottish Conservatives","ScottishConservatives","2021-04-14 16:51:02 CEST","We can stop the SNP from taking a wrecking ball to Scotland's recovery. We stopped them in 2016 and with your party list vote for the Scottish Conservatives, we can do it again. Let's put Scotland's recovery first.",1377,217,87,"https://www.facebook.com/136308776480/posts/10157891621286481"
"Scottish Conservatives","ScottishConservatives","2021-04-14 13:34:48 CEST","Don’t let the SNP wreck Scotland’s recovery. Give your party list vote to the Scottish Conservatives to stop an SNP majority and stop another divisive referendum.",362,37,58,"https://www.facebook.com/136308776480/posts/10157891285586481"
"Scottish Conservatives","ScottishConservatives","2021-04-14 11:38:02 CEST","📣 Ruth Davidson: “If you want to stop an SNP majority, you must cast your party vote on the peach-coloured ballot paper for the Scottish Conservatives. It’s the only way to stop the SNP and Indyref2. “The stakes are too high to do anything else.”",1279,220,119,"https://www.facebook.com/136308776480/posts/10157891123366481"
"Scottish Conservatives","ScottishConservatives","2021-04-14 09:16:20 CEST","Scotland has the highest number of drug deaths in Europe - and this is all Nicola Sturgeon had to say 👇",467,221,87,"https://www.facebook.com/136308776480/posts/10157890964676481"
"Scottish Conservatives","ScottishConservatives","2021-04-13 22:20:47 CEST","The SNP have failed Scotland for the last 14 years👇 #STVdebate",1119,418,225,"https://www.facebook.com/136308776480/posts/10157889942916481"
"Scottish Conservatives","ScottishConservatives","2021-04-13 19:08:32 CEST","The SNP are willing to gamble Scotland’s recovery and hold indyref2 while we are still recovering from this pandemic. To stop their reckless plan, stop an SNP majority and get the focus 100% on Scotland's recovery - party list vote Scottish Conservatives.",556,84,30,"https://www.facebook.com/136308776480/posts/10157889577666481"
"Scottish Conservatives","ScottishConservatives","2021-04-13 14:58:17 CEST","Today, Douglas Ross MP announced our manifesto pledges to support Scotland's military personnel. We would introduce an Armed Forces and Veterans Bill enshrining the Armed Forces Covenant into law, create a new veterans Universal Credit top-up and a specific Help to Buy scheme.",644,136,37,"https://www.facebook.com/136308776480/posts/10157889134151481"
"Scottish Conservatives","ScottishConservatives","2021-04-13 11:47:24 CEST","There is only one way to stop an SNP majority and another divisive independence referendum - give your party list vote to the Scottish Conservatives 👇 🎥",330,68,65,"https://www.facebook.com/136308776480/posts/10157888861206481"
"Scottish Conservatives","ScottishConservatives","2021-04-13 08:10:02 CEST","We can stop an SNP majority and we can stop another independence referendum. We’ve done it before and with your party list vote for the Scottish Conservatives, we can do it again.",811,176,68,"https://www.facebook.com/136308776480/posts/10157888520026481"
"Scottish Conservatives","ScottishConservatives","2021-04-12 15:53:16 CEST","A fitting tribute to His Royal Highness The Prince Philip, Duke of Edinburgh. Our political campaign remains suspended until Tuesday and will be suspended again on Saturday.",1035,246,156,"https://www.facebook.com/136308776480/posts/10157886947481481"
"Scottish Conservatives","ScottishConservatives","2021-04-10 11:19:55 CEST","A very fitting tribute to Her Majesty The Queen and His Royal Highness The Prince Philip. Our political campaign has been suspended.",1068,84,35,"https://www.facebook.com/136308776480/posts/10157882036346481"
"Scottish Conservatives","ScottishConservatives","2021-04-09 15:38:53 CEST","CAMPAIGN SUSPENDED. Douglas Ross MP has said: ""This is not the time for political campaigning. It is a time for national mourning. “Out of respect for The Prince Philip, Her Majesty The Queen and all of the Royal Family, we have now suspended our campaign until Monday.” **Image credit: Chris Jackson/Getty images.**",1594,212,57,"https://www.facebook.com/136308776480/posts/10157880149856481"
"Scottish Conservatives","ScottishConservatives","2021-04-09 13:39:53 CEST","Douglas Ross MP: ""In the middle of a political campaign, this is a reminder of what’s most important in life. ""We have lost a tremendous public servant who for decades served his Queen and country. My heartfelt condolences are with Her Majesty and all of the Royal Family. ""We have suspended our campaign effective immediately.""",1926,155,101,"https://www.facebook.com/136308776480/posts/10157879942326481"
"Scottish Conservatives","ScottishConservatives","2021-04-09 12:15:45 CEST","When all of our focus should be on Scotland's recovery, the SNP have confirmed they will pursue a wildcat referendum 👇 But YOU can stop them. If you back the Scottish Conservatives with your party list vote, we can deny the SNP a majority and stop indyref2, just like in 2016.",316,418,65,"https://www.facebook.com/136308776480/posts/10157879775281481"
"Scottish Conservatives","ScottishConservatives","2021-04-09 09:33:34 CEST","Vulnerable people lost their lives and grieving families have been left without answers for almost a year. Why are the SNP only willing to admit such a huge mistake was made now? https://www.bbc.co.uk/news/uk-scotland-56680666",284,262,42,"https://www.facebook.com/136308776480/posts/10157879542976481"
"Scottish Conservatives","ScottishConservatives","2021-04-08 22:06:31 CEST","A busy day on the campaign trail spreading the Scottish Conservative message 👇 Together we can stop an SNP majority and get the focus 100% onto rebuilding Scotland.",1697,282,68,"https://www.facebook.com/136308776480/posts/10157878542111481"
"Scottish Conservatives","ScottishConservatives","2021-04-08 19:52:14 CEST","If the pro-UK vote splits, the SNP will win a majority. The only way to stop them and start rebuilding Scotland is by using your party list vote for the Scottish Conservatives.",564,119,58,"https://www.facebook.com/136308776480/posts/10157878239856481"
"Scottish Conservatives","ScottishConservatives","2021-04-08 17:16:02 CEST","Your party list vote is key to stopping an SNP majority. If you back the Scottish Conservatives on the peach ballot paper in May, we'll stop them again, just like in 2016.",748,231,66,"https://www.facebook.com/136308776480/posts/10157877950316481"
"Scottish Conservatives","ScottishConservatives","2021-04-08 13:06:25 CEST","Under the SNP, people were already waiting too long for mental health support before the pandemic - leaving services now completely overwhelmed. We would increase the mental health budget by at least £325 million over the course of the next parliament.",360,56,37,"https://www.facebook.com/136308776480/posts/10157877568671481"
"Scottish Conservatives","ScottishConservatives","2021-04-08 09:31:33 CEST","By stopping an SNP majority, we can get 100% of the focus onto the looming jobs and economic crisis. Here are our five key pledges to rebuild Scotland 👇",772,310,43,"https://www.facebook.com/136308776480/posts/10157877317361481"
"Scottish Conservatives","ScottishConservatives","2021-04-07 20:08:02 CEST","YOU can stop another divisive independence referendum – but ONLY if you give your party list vote to the Scottish Conservatives. Watch our latest PPB and together let's stop an SNP majority, just like we did in 2016👇",998,313,137,"https://www.facebook.com/136308776480/posts/10157876143701481"
"Scottish Conservatives","ScottishConservatives","2021-04-07 17:14:48 CEST","Today Douglas Ross MP launched our Rebuilding Roadmap to get Scotland out of the SNP slow lane and on to a faster road to recovery. Read more here 👉https://www.heraldscotland.com/news/19214942.scottish-tories-launch-plan-speed-lockdown-easing-tackle-crisis/?ref=twtrec",1228,407,72,"https://www.facebook.com/136308776480/posts/10157875832191481"
"Scottish Conservatives","ScottishConservatives","2021-04-07 12:48:36 CEST","Let's stop an SNP majority, stop their plans for indyref2 and get the focus 100% on recovery. Today we have set out our five key pledges to rebuild Scotland 👇",724,278,67,"https://www.facebook.com/136308776480/posts/10157875306051481"
"Scottish Conservatives","ScottishConservatives","2021-04-07 10:06:25 CEST","The only way to stop an SNP majority and another divisive referendum is to give your party list vote to the Scottish Conservatives. Using it for any other party will split the pro-UK vote and let the SNP in. Don't risk it.",395,264,35,"https://www.facebook.com/136308776480/posts/10157874981096481"
"Scottish Conservatives","ScottishConservatives","2021-04-06 21:50:45 CEST","If we stop an SNP majority we can start rebuilding Scotland now. Here are some of the policies we would focus on instead of another referendum 👇",614,174,118,"https://www.facebook.com/136308776480/posts/10157873855591481"
"Scottish Conservatives","ScottishConservatives","2021-04-06 19:11:32 CEST","The success of the UK vaccine scheme means we can safely speed up our return to normality and reopen businesses faster. Sign up here if you agree 👉https://action.scottishconservatives.com/reopenplan/",331,53,21,"https://www.facebook.com/136308776480/posts/10157873511921481"
"Scottish Conservatives","ScottishConservatives","2021-04-06 15:19:41 CEST","The UK vaccine scheme is working, so let’s start on a faster road to recovery and give Scotland hope that better days are coming soon.",691,115,56,"https://www.facebook.com/136308776480/posts/10157873076021481"
"Scottish Conservatives","ScottishConservatives","2021-04-06 12:14:12 CEST","We have 30 days to stop an SNP majority and their plan for another referendum. We stopped them in 2016 and with your party vote, the Scottish Conservatives can stop them again.",692,148,55,"https://www.facebook.com/136308776480/posts/10157872744101481"
"Scottish Conservatives","ScottishConservatives","2021-04-06 09:27:21 CEST","The vaccine success and public health data shows we can be more optimistic about our routemap out of restrictions. Let’s get our country on a faster road to recovery. Let’s start rebuilding Scotland now.",534,169,36,"https://www.facebook.com/136308776480/posts/10157872539866481"
"Scottish Conservatives","ScottishConservatives","2021-04-05 20:07:47 CEST","If your party list vote goes to the Scottish Conservatives, you can stop Nicola Sturgeon from laughing all the way to an SNP majority and another referendum. It worked in 2016 and if we stick together, it will work again.",776,348,58,"https://www.facebook.com/136308776480/posts/10157871372556481"
"Scottish Conservatives","ScottishConservatives","2021-04-05 15:10:43 CEST","The SNP talk a good game but as usual, they don’t deliver on protecting Scotland’s environment. Our ambitious new Nature Bill would help tackle climate change, expand green spaces, and create Scotland’s third national park.",375,61,34,"https://www.facebook.com/136308776480/posts/10157870721576481"
"Scottish Conservatives","ScottishConservatives","2021-04-05 11:42:17 CEST","A poll yesterday shows that as a direct result of the pro-UK vote splitting, the SNP are on course for a majority. It is now mission critical for the future of the United Kingdom that the pro-UK vote unites and gives their party list vote to the biggest opposition party, the Scottish Conservatives.",687,672,58,"https://www.facebook.com/136308776480/posts/10157870395691481"
"Scottish Conservatives","ScottishConservatives","2021-04-05 09:41:31 CEST","A happy Easter weekend from the Scottish Conservatives. We’ve announced our Plan for Parents to improve and expand childcare options. Read more here: https://www.scotsman.com/news/politics/scottish-election-2021-tories-pledge-to-tackle-poverty-word-gap-3189192",1207,263,20,"https://www.facebook.com/136308776480/posts/10157870223551481"
"Scottish Conservatives","ScottishConservatives","2021-04-04 21:05:02 CEST","A new poll shows that if the pro-UK vote splits, the SNP will win a majority. But YOU can stop them. By using your party vote for the Scottish Conservatives, the biggest opposition party, we can deny the SNP a majority and indyref2, just like we did in 2016.",528,170,54,"https://www.facebook.com/136308776480/posts/10157869103291481"
"Scottish Conservatives","ScottishConservatives","2021-04-04 18:23:20 CEST","The SNP have let working families down by not delivering on their childcare promises over the last 14 years. Our Plan for Parents would revamp childcare and give families far more support👇 💷£1 million to reduce the attainment gap 🧒Wraparound Childcare for children in P1 to 3 🎒£2 million to help children transition into primary school 👧Deliver the promised 1,140 hours of funded childcare with no more delay",535,156,47,"https://www.facebook.com/136308776480/posts/10157868815566481"
"Scottish Conservatives","ScottishConservatives","2021-04-04 14:48:51 CEST","To stop the SNP and the nationalists from winning a super-majority, the anti-SNP vote must stick together. Use your party vote for the Scottish Conservatives and we'll stop an SNP majority and halt their push for indyref2 in its tracks once more.",474,62,20,"https://www.facebook.com/136308776480/posts/10157868381001481"
"Scottish Conservatives","ScottishConservatives","2021-04-04 12:21:10 CEST","To compare stopping another referendum to Nazi propaganda and Hitler’s actions is disgusting and completely out of order for someone standing for election 👇 The SNP must drop this candidate immediately. https://www.thescottishsun.co.uk/news/scottish-news/6916494/snp-candidate-tories-hitler-holocaust-stephanie-callaghan/amp/",286,390,66,"https://www.facebook.com/136308776480/posts/10157868173546481"
"Scottish Conservatives","ScottishConservatives","2021-04-04 09:58:14 CEST","A poll today shows that if the pro-UK vote splits, the SNP and the nationalists will win a super-majority. But if the pro-UK vote sticks together, we can stop them. By using your party vote for the Scottish Conservatives, the biggest opposition party, we can stop an SNP majority, just like in 2016. https://www.thetimes.co.uk/article/1b7b8fe4-94cd-11eb-8d6e-90b9b6b1f793",522,601,47,"https://www.facebook.com/136308776480/posts/10157867987911481"
"Scottish Conservatives","ScottishConservatives","2021-04-04 00:05:30 CEST","It’s absolutely appalling to compare stopping another independence referendum to the Holocaust. https://www.thescottishsun.co.uk/news/scottish-news/6916494/snp-candidate-tories-hitler-holocaust-stephanie-callaghan/",235,454,64,"https://www.facebook.com/136308776480/posts/10157867208136481"
"Scottish Conservatives","ScottishConservatives","2021-04-03 20:14:56 CEST","Pro-UK voters need to act together. So to stop an SNP majority and stop another independence referendum, cast your party vote for the Scottish Conservatives. It’s the only way to be sure.",552,83,34,"https://www.facebook.com/136308776480/posts/10157866722426481"
"Scottish Conservatives","ScottishConservatives","2021-04-03 15:55:28 CEST","Let's reject the SNP's referendum plans so we can rebuild Scotland. Only the Scottish Conservatives can stop an SNP majority and get the focus back onto protecting jobs and restoring schools.",774,214,45,"https://www.facebook.com/136308776480/posts/10157866272556481"
"Scottish Conservatives","ScottishConservatives","2021-04-03 13:34:37 CEST","The SNP have failed to properly fund councils and we’ve all seen the result. Local schools are not quite what they used to be, potholes expand in number and size, and bin collections are less frequent. Our solution is simple – give councils a permanent fair share of the budget. 👉 https://bit.ly/31IIeYl:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/02/Fair.Funding.for_.Councils.pdf",696,295,143,"https://www.facebook.com/136308776480/posts/10157866077326481"
"Scottish Conservatives","ScottishConservatives","2021-04-03 09:38:28 CEST","If the SNP win a majority in May, they'll immediately start calling for another referendum. But if every pro-UK voter gives their party vote to the Scottish Conservatives we can deny them their majority and stop their reckless plans for indyref2, just like we did in 2016.",815,288,96,"https://www.facebook.com/136308776480/posts/10157865838296481"
"Scottish Conservatives","ScottishConservatives","2021-04-02 22:04:28 CEST","While the SNP focus on breaking up our country, we are focussed on rebuilding. Today Douglas Ross MP visited Thales UK to announce our pledge to deliver unlimited demand-led apprenticeships. Our ambitious plans would tackle Scotland’s looming jobs crisis and ensure our young people don’t become Covid’s lost generation.",729,149,45,"https://www.facebook.com/136308776480/posts/10157864732931481"
"Scottish Conservatives","ScottishConservatives","2021-04-02 19:36:10 CEST","This week, Nicola Sturgeon confirmed that she will put another referendum before our recovery. Together we can stop her reckless plan. We’ve done it before and with your party vote for the Scottish Conservatives on 6th May, we can do it again. Let's put Scotland's recovery first.",424,320,38,"https://www.facebook.com/136308776480/posts/10157864466916481"
"Scottish Conservatives","ScottishConservatives","2021-04-02 15:47:49 CEST","Scotland faces a looming jobs crisis and we must focus on recovery, not the referendum the SNP want to hold. We would ensure our young people don't become Covid's lost generation, offering unlimited apprenticeships set by demand rather than government. Together let's deliver a skills revolution.",497,93,31,"https://www.facebook.com/136308776480/posts/10157864063191481"
"Scottish Conservatives","ScottishConservatives","2021-04-02 12:48:51 CEST","Labour and the Lib Dems would rather work with the SNP than work with us to oppose them. Pro-UK voters need to act together. So to stop the SNP and stop indyref2 use your party list vote for the Scottish Conservatives 👇",444,188,57,"https://www.facebook.com/136308776480/posts/10157863760801481"
"Scottish Conservatives","ScottishConservatives","2021-04-02 09:50:50 CEST","This week Annie Wells for Glasgow announced our manifesto pledge to get rid of the outrageous attacks on free speech and women's rights in the SNP's Hate Crime Bill. Only the Scottish Conservatives voted against this dangerous Bill and we are the only major party with a manifesto pledge to repeal it.",1273,136,101,"https://www.facebook.com/136308776480/posts/10157863480721481"
"Scottish Conservatives","ScottishConservatives","2021-04-01 21:45:03 CEST","We would have a million fewer vaccines if the SNP got their way and we were left out of the UK scheme. This is the benefit of Scotland remaining part of the United Kingdom👇",1179,378,104,"https://www.facebook.com/136308776480/posts/10157862436251481"
"Scottish Conservatives","ScottishConservatives","2021-04-01 20:16:50 CEST","You can’t trust Labour to stand up to the SNP and stop another referendum. They won't work with pro-UK parties - but they're in coalition with the SNP in councils all over Scotland. In May, give your party vote to the Scottish Conservatives - the only real opposition to the SNP.",2919,3905,399,"https://www.facebook.com/136308776480/posts/10157862245471481"
"Scottish Conservatives","ScottishConservatives","2021-04-01 16:20:09 CEST","The biggest threat to our NHS is the SNP’s plan to break up our country. We would enshrine in law a “double lock” to deliver record NHS funding, increasing the annual health budget by £2 billion.",510,136,44,"https://www.facebook.com/136308776480/posts/10157861751961481"
